wine_id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol
5190,9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8
5191,7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4
5192,6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4
5193,6.7,0.23,0.42,11.2,0.047,52,171,0.99758,3.54,0.74,10.4
5194,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5
5195,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3
5196,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6
5197,7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9
5198,7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2
5199,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12
5200,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6
5201,5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2
5202,7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7
5203,6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2
5204,6.9,0.3,0.3,1.3,0.053,24,186,0.99361,3.29,0.54,9.9
5205,6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8
5206,7.5,0.33,0.32,11.1,0.036,25,119,0.9962,3.15,0.34,10.5
5207,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7
5208,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5
5209,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3
5210,5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6
5211,9,0.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3
5212,6,0.19,0.29,1.1,0.047,67,152,0.9916,3.54,0.59,11.1
5213,6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6
5214,6.4,0.42,0.46,8.4,0.05,58,180,0.99495,3.18,0.46,9.7
5215,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9
5216,6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9
5217,6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9
5218,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3
5219,8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4
5220,6.1,0.34,0.27,2.6,0.024,20,105,0.9906,3.4,0.67,12.2
5221,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4
5222,6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1
5223,6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8
5224,6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5
5225,8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1
5226,7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6
5227,6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5
5228,7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4
5229,6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6
5230,6,0.27,0.15,1.5,0.056,35,128,0.9936,3.12,0.45,8.8
5231,6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6
5232,7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9
5233,6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25
5234,8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6
5235,6.9,0.31,0.33,12.7,0.038,33,116,0.9954,3.04,0.65,10.4
5236,7.1,0.26,0.37,5.5,0.025,31,105,0.99082,3.06,0.33,12.6
5237,5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1
5238,6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11
5239,7.4,0.16,0.31,6.85,0.059,31,131,0.9952,3.29,0.34,9.7
5240,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11
5241,6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4
5242,8.7,0.45,0.4,1.5,0.067,17,100,0.9957,3.27,0.57,10.1
5243,7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3
5244,5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3
5245,6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2
5246,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7
5247,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3
5248,6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4
5249,6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4
5250,6.7,0.25,0.26,1.55,0.041,118.5,216,0.9949,3.55,0.63,9.4
5251,5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8
5252,6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2
5253,6.2,0.37,0.22,8.3,0.025,36,216,0.9964,3.33,0.6,9.6
5254,6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6
5255,6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5
5256,9.8,0.16,0.46,1.8,0.046,23,130,0.99587,3.04,0.67,9.6
5257,8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8
5258,7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1
5259,7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2
5260,5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7
5261,7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10
5262,6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10
5263,6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4
5264,7,0.2,0.37,2,0.03,26,136,0.9932,3.28,0.61,10.2
5265,7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4
5266,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11
5267,6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7
5268,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13
5269,6.6,0.13,0.3,4.9,0.058,47,131,0.9946,3.51,0.45,10.3
5270,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3
5271,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9
5272,7.1,0.19,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4
5273,6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2
5274,7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2
5275,7,0.29,0.26,1.6,0.044,12,87,0.9923,3.08,0.46,10.5
5276,6.7,0.24,0.32,10.3,0.079,37,122,0.99662,3.02,0.45,8.8
5277,8.2,0.23,0.4,1.2,0.027,36,121,0.992,3.12,0.38,10.7
5278,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3
5279,6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4
5280,6.6,0.25,0.41,7.4,0.043,29,151,0.9946,3.15,0.6,10.2
5281,6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3
5282,6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4
5283,5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3
5284,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9
5285,6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1
5286,7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5
5287,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6
5288,7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7
5289,7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6
5290,8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2
5291,4.7,0.145,0.29,1,0.042,35,90,0.9908,3.76,0.49,11.3
5292,6.8,0.67,0.3,13,0.29,22,193,0.9984,3.08,0.67,9
5293,5.6,0.24,0.34,2,0.041,14,73,0.98981,3.04,0.45,11.6
5294,9.2,0.35,0.39,0.9,0.042,15,61,0.9924,2.96,0.28,10.4
5295,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5
5296,4.8,0.29,0.23,1.1,0.044,38,180,0.98924,3.28,0.34,11.9
5297,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4
5298,8.2,0.52,0.34,1.2,0.042,18,167,0.99366,3.24,0.39,10.6
5299,6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2
5300,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3
5301,8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5
5302,5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6
5303,7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9
5304,6.5,0.26,0.74,13.3,0.044,68,224,0.9972,3.18,0.54,9.5
5305,6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5
5306,6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1
5307,8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2
5308,6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1
5309,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8
5310,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8
5311,6.3,0.2,0.3,5.9,0.034,35,152,0.99642,3.47,0.4,8.5
5312,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4
5313,7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9
5314,6.5,0.27,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6
5315,6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8
5316,6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8
5317,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7
5318,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5
5319,6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5
5320,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
5321,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8
5322,7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3
5323,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9
5324,5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3
5325,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6
5326,7.3,0.24,0.34,7.5,0.048,29,152,0.9962,3.1,0.54,9
5327,6.4,0.26,0.26,1.1,0.052,22,176,0.99304,3.09,0.54,9.3
5328,6.2,0.41,0.22,1.9,0.023,5,56,0.98928,3.04,0.79,13
5329,6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9
5330,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2
5331,7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2
5332,7.3,0.32,0.48,13.3,0.06,57,196,0.9982,3.04,0.5,9.2
5333,6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6
5334,6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5
5335,8.8,0.27,0.25,5,0.024,52,99,0.9925,2.87,0.49,11.4
5336,6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4
5337,7.3,0.34,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2
5338,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2
5339,7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4
5340,6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2
5341,6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3
5342,6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1
5343,7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7
5344,8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2
5345,9.6,0.655,0.21,2,0.039,21,120,0.99188,3,1,12.6
5346,5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5
5347,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4
5348,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.9666666666667
5349,6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1
5350,6.4,0.29,0.24,3.2,0.037,31,95,0.98942,2.9,0.66,12.6
5351,5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9
5352,5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3
5353,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9
5354,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5
5355,6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7
5356,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9
5357,6.9,0.33,0.62,7.5,0.038,46,132,0.99143,3.23,0.43,13.4
5358,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6
5359,6.8,0.45,0.3,11.8,0.094,23,97,0.997,3.09,0.44,9.6
5360,6.8,0.19,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3
5361,5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8
5362,5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1
5363,7.5,0.19,0.49,1.8,0.055,19,110,0.9946,3.33,0.44,9.9
5364,8,0.2,0.4,5.2,0.055,41,167,0.9953,3.18,0.4,10.6
5365,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7
5366,6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1
5367,7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2
5368,6.9,0.3,0.29,1.3,0.053,24,189,0.99362,3.29,0.54,9.9
5369,8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8
5370,5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7
5371,5.9,0.54,0,0.8,0.032,12,82,0.99286,3.25,0.36,8.8
5372,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6
5373,6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2
5374,6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1
5375,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5
5376,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4
5377,6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1
5378,6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6
5379,6,0.41,0.21,1.9,0.05,29,122,0.9928,3.42,0.52,10.5
5380,5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4
5381,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6
5382,6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2
5383,7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4
5384,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4
5385,7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8
5386,5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5
5387,8.8,0.28,0.45,6,0.022,14,49,0.9934,3.01,0.33,11.1
5388,7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6
5389,5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1
5390,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9
5391,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9
5392,6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2
5393,6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9
5394,7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5
5395,5.5,0.3,0.25,1.9,0.029,33,118,0.98972,3.36,0.66,12.5
5396,7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11
5397,6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3
5398,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4
5399,6.4,0.5,0.16,12.9,0.042,26,138,0.9974,3.28,0.33,9
5400,7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6
5401,8,0.22,0.31,5.6,0.049,24,97,0.993,3.1,0.42,10.9
5402,6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5
5403,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4
5404,5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5
5405,5.5,0.32,0.13,1.3,0.037,45,156,0.99184,3.26,0.38,10.7
5406,7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8
5407,5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3
5408,6.5,0.26,0.32,6.65,0.059,34,104,0.99254,3.18,0.42,11.1
5409,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7
5410,7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9
5411,6.2,0.2,0.26,9.7,0.03,39,102,0.9908,3.08,0.56,12.9
5412,7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5
5413,6.5,0.19,0.27,4.9,0.037,13,101,0.9916,3.17,0.41,11.8
5414,7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5
5415,6,0.17,0.3,7.3,0.039,39,104,0.99252,2.91,0.57,11
5416,6.4,0.24,0.22,1.5,0.038,38,157,0.9934,3.41,0.55,9.9
5417,6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1
5418,6.3,0.2,0.58,1.4,0.204,15,97,0.9931,3.16,0.43,10
5419,7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12
5420,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9
5421,6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8
5422,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5
5423,6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4
5424,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6
5425,7.7,0.17,0.52,5.9,0.017,21,84,0.9929,3.14,0.4,11.9
5426,6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6
5427,6.7,0.19,0.23,6.2,0.047,36,117,0.9945,3.34,0.43,9.6
5428,6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.5666666666667
5429,6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8
5430,7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9
5431,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8
5432,7.6,0.1,0.33,1,0.031,33,93,0.99094,3.06,0.68,11.2
5433,6.4,0.33,0.31,5.5,0.048,42,173,0.9951,3.19,0.66,9.3
5434,6.1,0.32,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8
5435,7.9,0.22,0.45,14.2,0.038,53,141,0.9992,3.03,0.46,9.2
5436,7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5
5437,5,0.24,0.19,5,0.043,17,101,0.99438,3.67,0.57,10
5438,7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6
5439,7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2
5440,6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2
5441,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6
5442,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9
5443,6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9
5444,8.8,0.2,0.28,1.1,0.018,18,72,0.9926,2.97,0.35,10.4
5445,6.8,0.32,0.23,3.3,0.026,31,99,0.9896,3.1,0.4,12.4
5446,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5
5447,6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8
5448,6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10
5449,6,0.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6
5450,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8
5451,6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7
5452,7,0.29,0.54,10.7,0.046,59,234,0.9966,3.05,0.61,9.5
5453,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4
5454,7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8
5455,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
5456,6,0.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8
5457,7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4
5458,6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11
5459,6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5
5460,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4
5461,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9
5462,6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8
5463,5.5,0.375,0.38,1.7,0.036,17,98,0.99142,3.29,0.39,10.5
5464,7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7
5465,6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2
5466,6.8,0.23,0.29,12.2,0.035,38,236,0.9976,3.35,0.52,9.8
5467,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9
5468,6.2,0.25,0.48,10,0.044,78,240,0.99655,3.25,0.47,9.5
5469,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6
5470,6.9,0.2,0.28,1.2,0.048,36,159,0.9936,3.19,0.43,9.1
5471,6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8
5472,5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12
5473,5.6,0.28,0.4,6.1,0.034,36,118,0.99144,3.21,0.43,12.1
5474,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7
5475,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4
5476,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3
5477,6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7
5478,6.6,0.35,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13
5479,6.9,0.3,0.21,7.2,0.045,54,190,0.99595,3.22,0.48,9.4
5480,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6
5481,9.3,0.34,0.49,7.3,0.052,30,146,0.998,3.17,0.61,10.2
5482,7.2,0.21,0.31,10.5,0.035,36,122,0.99478,3.12,0.4,10.6
5483,6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6
5484,7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2
5485,7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1
5486,7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2
5487,5.9,0.23,0.3,12.9,0.054,57,170,0.9972,3.28,0.39,9.4
5488,7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7
5489,7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10
5490,7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1
5491,6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5
5492,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5
5493,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8
5494,6.3,0.26,0.21,4,0.03,24,125,0.9915,3.06,0.34,10.7
5495,6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1
5496,6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2
5497,7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4
5498,6.4,0.35,0.51,7.8,0.055,53,177,0.99502,3.12,0.45,9.6
5499,7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7
5500,6.4,0.25,0.32,0.9,0.034,40,114,0.99114,3.31,0.58,10.8
5501,6,0.32,0.33,9.9,0.032,22,90,0.99258,3.1,0.43,12.1
5502,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4
5503,7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6
5504,6.7,0.22,0.22,1.2,0.038,5,124,0.99098,3.1,0.37,11.2
5505,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1
5506,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7
5507,7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8
5508,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8
5509,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6
5510,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8
