wine_id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality
3412,6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,8
3413,6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7
3414,7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,4
3415,7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6
3416,7.1,0.18,0.49,1.3,0.033,12,72,0.99072,3.05,0.53,11.3,7
3417,6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.133333333333301,7
3418,6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5
3419,6.1,0.4,0.31,0.9,0.048,23,170,0.993,3.22,0.77,9.5,6
3420,6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8,5
3421,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6
3422,6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4,5
3423,8,0.4,0.33,7.7,0.034,27,98,0.9935,3.18,0.41,12.2,7
3424,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5
3425,6.2,0.32,0.5,6.5,0.048,61,186,0.9948,3.19,0.45,9.6,5
3426,7.3,0.34,0.39,5.2,0.04,45,163,0.9925,3.3,0.47,12.4,6
3427,6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8,5
3428,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5
3429,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
3430,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5
3431,6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7
3432,6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,5
3433,6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,5
3434,7.3,0.25,0.39,6.4,0.034,8,84,0.9942,3.18,0.46,11.5,5
3435,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7
3436,5.9,0.21,0.28,4.6,0.053,40,199,0.9964,3.72,0.7,10,4
3437,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,7
3438,6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,5
3439,5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,5
3440,7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9,5
3441,7,0.22,0.26,1.1,0.037,20,71,0.9902,3.1,0.38,11.7,6
3442,6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,6
3443,6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6
3444,5.5,0.18,0.22,5.5,0.037,10,86,0.99156,3.46,0.44,12.2,5
3445,7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,7
3446,7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,5
3447,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6
3448,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6
3449,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6
3450,7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1,5
3451,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5
3452,6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,5
3453,7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6
3454,5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7
3455,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5
3456,7.6,0.18,0.46,10.2,0.055,58,135,0.9968,3.14,0.43,9.9,6
3457,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6
3458,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6
3459,6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6
3460,7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,6
3461,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5
3462,7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,6
3463,7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,6
3464,5.9,0.29,0.33,7.4,0.037,58,205,0.99495,3.26,0.41,9.6,5
3465,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6
3466,6.2,0.34,0.28,7.5,0.034,40,197,0.99485,3.14,0.6,9.7,5
3467,7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,5
3468,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5
3469,6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,7
3470,6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1,6
3471,8.1,0.12,0.38,0.9,0.034,36,86,0.99026,2.8,0.55,12,6
3472,7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,7
3473,6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,5
3474,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6
3475,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,6
3476,6.6,0.24,0.33,10.1,0.032,8,81,0.99626,3.19,0.51,9.8,6
3477,7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6
3478,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
3479,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7
3480,5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8
3481,6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,5
3482,8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,7
3483,6.4,0.42,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9,6
3484,6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,6
3485,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
3486,8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,6
3487,5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5
3488,6.2,0.35,0.29,3.9,0.041,22,79,0.99005,3.1,0.59,12.0666666666667,6
3489,6.7,0.33,0.42,6.4,0.058,27,151,0.9954,3.16,0.44,9.6,5
3490,5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6
3491,7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2,6
3492,7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,5
3493,9,0.31,0.49,6.9,0.034,26,91,0.9937,2.99,0.34,11.5,5
3494,6.3,0.36,0.28,2.5,0.035,18,73,0.98868,3.1,0.47,12.8,7
3495,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6
3496,7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,6
3497,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,4
3498,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7
3499,7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,5
3500,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7
3501,7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,6
3502,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6
3503,7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6
3504,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5
3505,6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,6
3506,6,0.41,0.05,1.5,0.063,17,120,0.9932,3.21,0.56,9.2,6
3507,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
3508,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,5
3509,7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,6
3510,5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,6
3511,5.8,0.26,0.3,2.6,0.034,75,129,0.9902,3.2,0.38,11.5,4
3512,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5
3513,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6
3514,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7
3515,6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6
3516,7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6
3517,7.4,0.23,0.38,8.6,0.052,41,150,0.99534,3.06,0.46,10.3,5
3518,6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7,5
3519,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6
3520,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7
3521,7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,6
3522,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6
3523,7.5,0.32,0.37,1.2,0.048,22,184,0.9938,3.09,0.43,9.3,5
3524,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,5
3525,6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5
3526,7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,6
3527,6,0.28,0.34,1.6,0.119,33,104,0.9921,3.19,0.38,10.2,6
3528,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6
3529,8,0.26,0.28,4.8,0.05,34,150,0.99437,3.13,0.5,10,6
3530,6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5,5
3531,6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5
3532,6.3,0.48,0.04,1.1,0.046,30,99,0.9928,3.24,0.36,9.6,6
3533,7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,6
3534,6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,6
3535,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7
3536,6,0.42,0.41,12.4,0.032,50,179,0.99622,3.14,0.6,9.7,5
3537,6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,5
3538,7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12,5
3539,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5
3540,7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6,7
3541,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
3542,7.2,0.23,0.38,6.1,0.067,20,90,0.99496,3.17,0.79,9.7,5
3543,7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,5
3544,5.8,0.27,0.4,1.2,0.076,47,130,0.99185,3.13,0.45,10.3,6
3545,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
3546,6.4,0.31,0.4,6.2,0.04,46,169,0.9953,3.15,0.46,9.3,6
3547,8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7
3548,5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,7
3549,5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,6
3550,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3,6
3551,6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,4
3552,6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,6
3553,8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,5
3554,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
3555,6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,5
3556,6.8,0.23,0.32,8.6,0.046,47,159,0.99452,3.08,0.52,10.5,6
3557,8.2,0.32,0.26,2.1,0.062,26,87,0.98974,3.1,0.47,12.8,6
3558,5.2,0.16,0.34,0.8,0.029,26,77,0.99155,3.25,0.51,10.1,6
3559,8.4,0.57,0.44,10.7,0.051,46,195,0.9981,3.15,0.51,10.4,5
3560,6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,6
3561,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6
3562,6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,7
3563,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7
3564,6.2,0.12,0.34,1.5,0.045,43,117,0.9939,3.42,0.51,9,6
3565,6,0.2,0.24,5.3,0.075,49,201,0.99466,3.21,0.43,9.5,5
3566,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6
3567,6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,6
3568,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5
3569,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6
3570,6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,7
3571,6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,5
3572,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,5
3573,6.7,0.25,0.13,1.2,0.041,81,174,0.992,3.14,0.42,9.8,5
3574,7.5,0.23,0.35,17.8,0.058,128,212,1.00241,3.44,0.43,8.9,5
3575,7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,7
3576,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8
3577,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6
3578,6.1,0.16,0.29,6,0.03,29,144,0.99474,3.68,0.46,10.7,6
3579,5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4,7
3580,6.5,0.4,0.31,3.5,0.046,22,147,0.99024,3.15,0.31,12,7
3581,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7
3582,6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5
3583,6.6,0.31,0.49,7.7,0.05,52,220,0.9964,3.12,0.45,8.8,5
3584,6.1,0.45,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5,5
3585,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
3586,7.2,0.685,0.21,9.5,0.07,33,172,0.9971,3,0.55,9.1,6
3587,6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6
3588,6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,5
3589,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7
3590,7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,5
3591,6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8,5
3592,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10,5
3593,7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1,6
3594,6.4,0.21,0.21,5.1,0.097,21,105,0.9939,3.07,0.46,9.6,5
3595,7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,5
3596,6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5
3597,7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6
3598,6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,8
3599,6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7
3600,7,0.24,0.47,1.3,0.043,18,131,0.99176,3.19,0.45,11,6
3601,6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5
3602,7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,5
3603,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7
3604,6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,5
3605,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7
3606,8.1,0.12,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,6
3607,7.3,0.14,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6,6
3608,7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,6
3609,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
3610,6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6
3611,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6
3612,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5
3613,6.6,0.5,0.26,11.3,0.029,32,110,0.99302,3.27,0.78,12.9,8
3614,5.6,0.27,0.37,0.9,0.025,11,49,0.98845,3.29,0.33,13.1,6
3615,7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5
3616,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6
3617,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
3618,6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5,6
3619,5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,6
3620,6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,6
3621,6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,6
3622,6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2,5
3623,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7
3624,7.6,0.47,0.49,13,0.239,42,220,0.9988,2.96,0.51,9.2,5
3625,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5
3626,7.6,0.21,0.6,2.1,0.046,47,165,0.9936,3.05,0.54,10.1,7
3627,5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,7
3628,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6
3629,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5
3630,6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3,6
3631,6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,6
3632,8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10,5
3633,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5
3634,6.6,0.24,0.27,1.4,0.057,33,152,0.9934,3.22,0.56,9.5,6
3635,7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6
3636,7.3,0.21,0.33,1,0.037,66,144,0.9923,3.11,0.52,10.2,6
3637,6,0.26,0.24,1.3,0.053,66,150,0.9924,3.21,0.62,10.4,6
3638,6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5
3639,6.8,0.23,0.48,1.5,0.036,35,165,0.99162,3.18,0.45,11.3,6
3640,6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,6
3641,6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7
3642,6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,6
3643,8,0.36,0.43,10.1,0.053,29,146,0.9982,3.4,0.46,9.5,6
3644,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6
3645,6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13,7
3646,6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,5
3647,7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5
3648,7.3,0.22,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11,7
3649,7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,5
3650,6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6
3651,5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,5
3652,6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,6
3653,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7
3654,6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,5
3655,4.8,0.21,0.21,10.2,0.037,17,112,0.99324,3.66,0.48,12.2,7
3656,6.3,0.32,0.35,11.1,0.039,29,198,0.9984,3.36,0.5,9.4,7
3657,6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6
3658,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6
3659,8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,6
3660,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5
3661,6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,6
3662,7,0.36,0.25,5.7,0.015,14,73,0.98963,2.82,0.59,13.2,6
3663,6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,6
3664,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5
3665,7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,5
3666,6.6,0.35,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12,5
3667,7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,6
3668,7,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11,6
3669,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
3670,7.7,0.26,0.4,1.1,0.042,9,60,0.9915,2.89,0.5,10.6,5
3671,6.4,0.125,0.29,5.85,0.042,24,99,0.992,3.23,0.32,12,7
3672,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6
3673,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7
3674,6.4,0.26,0.22,5.1,0.037,23,131,0.9944,3.29,0.32,10.1,5
3675,5.7,0.2,0.3,2.5,0.046,38,125,0.99276,3.34,0.5,9.9,6
3676,5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,7
3677,5.8,0.17,0.36,1.3,0.036,11,70,0.99202,3.43,0.68,10.4,7
3678,7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6
3679,6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6
3680,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7
3681,9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,7
3682,7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8
3683,6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,6
3684,6.7,0.23,0.42,11.2,0.047,52,171,0.99758,3.54,0.74,10.4,5
3685,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
3686,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5
3687,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6
3688,7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6
3689,7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2,4
3690,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7
3691,6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
3692,5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,5
3693,7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,6
3694,6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5
3695,6.9,0.3,0.3,1.3,0.053,24,186,0.99361,3.29,0.54,9.9,4
3696,6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8,5
3697,7.5,0.33,0.32,11.1,0.036,25,119,0.9962,3.15,0.34,10.5,6
3698,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
3699,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,5
3700,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7
3701,5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7
3702,9,0.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3,6
3703,6,0.19,0.29,1.1,0.047,67,152,0.9916,3.54,0.59,11.1,7
3704,6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6,6
3705,6.4,0.42,0.46,8.4,0.05,58,180,0.99495,3.18,0.46,9.7,6
3706,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
3707,6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,7
3708,6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6
3709,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8
3710,8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,7
3711,6.1,0.34,0.27,2.6,0.024,20,105,0.9906,3.4,0.67,12.2,7
3712,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7
3713,6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6
3714,6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,7
3715,6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,5
3716,8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
3717,7.2,0.29,0.4,13.6,0.045,66,231,0.9977,3.08,0.59,9.6,6
3718,6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5,6
